Date,Issue,Code,Sector,Component Weight (TOPIX),New Index Series Code
20250331,"MITANI SANGYO CO.,LTD.",8285,"Wholesale Trade",0.0016%,TOPIX Small 2
20250331,"Aozora Bank,Ltd.",8304,"Banks",0.0370%,TOPIX Mid400
20250331,"Mitsubishi UFJ Financial Group,Inc.",8306,"Banks",3.3561%,TOPIX Core30
20250331,"Resona Holdings, Inc.",8308,"Banks",0.4106%,TOPIX Large70
20250331,"Sumitomo Mitsui Trust Group,Inc.",8309,"Banks",0.3446%,TOPIX Large70
20250331,"Sumitomo Mitsui Financial Group,Inc.",8316,"Banks",2.0386%,TOPIX Core30
20250331,"The Chiba Bank,Ltd.",8331,"Banks",0.1113%,TOPIX Mid400
20250331,"The Gunma Bank,Ltd.",8334,"Banks",0.0557%,TOPIX Mid400
20250331,"The Musashino Bank,Ltd.",8336,"Banks",0.0129%,TOPIX Small 1
20250331,"The Chiba Kogyo Bank,Ltd.",8337,"Banks",0.0080%,TOPIX Small 1
20250331,"Tsukuba Bank,Ltd.",8338,"Banks",0.0029%,TOPIX Small 2
20250331,"The 77 Bank,Ltd.",8341,"Banks",0.0396%,TOPIX Mid400
20250331,"THE AKITA BANK,LTD.",8343,"Banks",0.0045%,TOPIX Small 2
20250331,"The Yamagata Bank,Ltd.",8344,"Banks",0.0041%,TOPIX Small 2
20250331,"The Bank of Iwate,Ltd.",8345,"Banks",0.0052%,TOPIX Small 2
20250331,"The Toho Bank,Ltd.",8346,"Banks",0.0080%,TOPIX Small 1
20250331,"Fukuoka Financial Group,Inc.",8354,"Banks",0.0891%,TOPIX Mid400
20250331,"Suruga Bank Ltd.",8358,"Banks",0.0236%,TOPIX Small 1
20250331,"The Hachijuni Bank,Ltd.",8359,"Banks",0.0618%,TOPIX Mid400
20250331,"The Yamanashi Chuo Bank,Ltd.",8360,"Banks",0.0063%,TOPIX Small 2
20250331,"The Ogaki Kyoritsu Bank,Ltd.",8361,"Banks",0.0118%,TOPIX Small 1
20250331,"The Fukui Bank,Ltd.",8362,"Banks",0.0042%,TOPIX Small 2
20250331,"THE SHIMIZU BANK,LTD.",8364,"Banks",0.0016%,TOPIX Small 2
20250331,"THE SHIGA BANK,LTD.",8366,"Banks",0.0207%,TOPIX Small 1
20250331,"The Nanto Bank,Ltd.",8367,"Banks",0.0155%,TOPIX Small 1
20250331,"The Hyakugo Bank,Ltd.",8368,"Banks",0.0180%,TOPIX Small 1
20250331,"The Kiyo Bank,Ltd.",8370,"Banks",0.0214%,TOPIX Small 1
20250331,"Hokuhoku Financial Group, Inc.",8377,"Banks",0.0376%,TOPIX Mid400
20250331,"The San-in Godo Bank,Ltd.",8381,"Banks",0.0211%,TOPIX Small 1
20250331,"The Hyakujushi Bank,Ltd.",8386,"Banks",0.0088%,TOPIX Small 1
20250331,"The Shikoku Bank, Ltd.",8387,"Banks",0.0046%,TOPIX Small 2
20250331,"The Awa Bank,Ltd.",8388,"Banks",0.0104%,TOPIX Small 1
20250331,"THE OITA BANK,LTD.",8392,"Banks",0.0053%,TOPIX Small 2
20250331,"The Miyazaki Bank,Ltd.",8393,"Banks",0.0055%,TOPIX Small 2
20250331,"THE BANK OF SAGA LTD.",8395,"Banks",0.0035%,TOPIX Small 2
20250331,"Bank of The Ryukyus,Limited",8399,"Banks",0.0068%,TOPIX Small 2
20250331,"Seven Bank,Ltd.",8410,"Banks",0.0261%,TOPIX Mid400
20250331,"Mizuho Financial Group,Inc.",8411,"Banks",1.4226%,TOPIX Core30
20250331,"Yamaguchi Financial Group,Inc.",8418,"Banks",0.0448%,TOPIX Mid400
20250331,"Fuyo General Lease Co.,Ltd.",8424,"Other Financing Business",0.0277%,TOPIX Mid400
20250331,"Mizuho Leasing Company,Limited",8425,"Other Financing Business",0.0204%,TOPIX Small 1
20250331,"Tokyo Century Corporation",8439,"Other Financing Business",0.0284%,TOPIX Mid400
20250331,"SBI Holdings,Inc.",8473,"Securities & Commodity Futures",0.1669%,TOPIX Mid400
20250331,"Japan Securities Finance Co.,Ltd.",8511,"Other Financing Business",0.0171%,TOPIX Small 1
20250331,"AIFUL CORPORATION",8515,"Other Financing Business",0.0149%,TOPIX Small 1
20250331,"The Bank of Nagoya,Ltd.",8522,"Banks",0.0128%,TOPIX Small 1
20250331,"North Pacific Bank,Ltd.",8524,"Banks",0.0183%,TOPIX Small 1
20250331,"The Ehime Bank,Ltd.",8541,"Banks",0.0041%,TOPIX Small 2
20250331,"The Keiyo Bank,Ltd.",8544,"Banks",0.0105%,TOPIX Small 1
20250331,"THE TOCHIGI BANK,LTD.",8550,"Banks",0.0038%,TOPIX Small 2
20250331,"The Kita-Nippon Bank,Ltd.",8551,"Banks",0.0029%,TOPIX Small 2
20250331,"THE TOWA BANK,LTD.",8558,"Banks",0.0029%,TOPIX Small 2
20250331,"RICOH LEASING COMPANY,LTD.",8566,"Other Financing Business",0.0135%,TOPIX Small 1
20250331,"AEON Financial Service Co.,Ltd.",8570,"Other Financing Business",0.0197%,TOPIX Mid400
20250331,"ACOM CO.,LTD.",8572,"Other Financing Business",0.0236%,TOPIX Mid400
20250331,"JACCS CO.,LTD.",8584,"Other Financing Business",0.0122%,TOPIX Small 1
20250331,"Orient Corporation",8585,"Other Financing Business",0.0067%,TOPIX Small 1
20250331,"ORIX CORPORATION",8591,"Other Financing Business",0.4606%,TOPIX Large70
20250331,"Mitsubishi HC Capital Inc.",8593,"Other Financing Business",0.1314%,TOPIX Mid400
20250331,"JAFCO Group Co.,Ltd.",8595,"Securities & Commodity Futures",0.0161%,TOPIX Mid400
20250331,"TOMONY Holdings,Inc.",8600,"Banks",0.0134%,TOPIX Small 1
20250331,"Daiwa Securities Group Inc.",8601,"Securities & Commodity Futures",0.1849%,TOPIX Mid400
20250331,"Nomura Holdings, Inc.",8604,"Securities & Commodity Futures",0.3973%,TOPIX Large70
20250331,"OKASAN SECURITIES GROUP INC.",8609,"Securities & Commodity Futures",0.0136%,TOPIX Small 1
20250331,"Marusan Securities Co.,Ltd.",8613,"Securities & Commodity Futures",0.0078%,TOPIX Small 1
20250331,"TOYO SECURITIES CO.,LTD.",8614,"Securities & Commodity Futures",0.0033%,TOPIX Small 2
20250331,"Tokai Tokyo Financial Holdings,Inc.",8616,"Securities & Commodity Futures",0.0150%,TOPIX Small 1
20250331,"Mito Securities Co.,Ltd.",8622,"Securities & Commodity Futures",0.0038%,TOPIX Small 2
20250331,"Ichiyoshi Securities Co.,Ltd.",8624,"Securities & Commodity Futures",0.0040%,TOPIX Small 2
20250331,"MATSUI SECURITIES CO.,LTD.",8628,"Securities & Commodity Futures",0.0137%,TOPIX Small 1
20250331,"Sompo Holdings,Inc.",8630,"Insurance",0.5750%,TOPIX Large70
20250331,"Japan Exchange Group,Inc.",8697,"Other Financing Business",0.2364%,TOPIX Large70
20250331,"Monex Group,Inc.",8698,"Securities & Commodity Futures",0.0179%,TOPIX Small 1
20250331,"KYOKUTO SECURITIES CO.,LTD.",8706,"Securities & Commodity Futures",0.0047%,TOPIX Small 1
20250331,"IwaiCosmo Holdings,Inc.",8707,"Securities & Commodity Futures",0.0071%,TOPIX Small 2
20250331,"AIZAWA SECURITIES GROUP CO.,LTD.",8708,"Securities & Commodity Futures",0.0056%,TOPIX Small 2
20250331,"FIDEA Holdings Co.Ltd.",8713,"Banks",0.0041%,TOPIX Small 2
20250331,"Senshu Ikeda Holdings,Inc.",8714,"Banks",0.0157%,TOPIX Small 1
20250331,"Anicom Holdings,Inc.",8715,"Insurance",0.0047%,TOPIX Small 1
20250331,"MS&AD Insurance Group Holdings,Inc.",8725,"Insurance",0.6149%,TOPIX Large70
20250331,"SPARX Group Co.,Ltd.",8739,"Securities & Commodity Futures",0.0043%,TOPIX Small 2
20250331,"Dai-ichi Life Holdings,Inc.",8750,"Insurance",0.5545%,TOPIX Large70
20250331,"Tokio Marine Holdings,Inc.",8766,"Insurance",1.4570%,TOPIX Core30
20250331,"eGuarantee,Inc.",8771,"Other Financing Business",0.0075%,TOPIX Small 1
20250331,"NEC Capital Solutions Limited",8793,"Other Financing Business",0.0048%,TOPIX Small 2
20250331,"T&D Holdings, Inc.",8795,"Insurance",0.2217%,TOPIX Mid400
20250331,"Advance Create Co.,Ltd.",8798,"Insurance",0.0006%,TOPIX Small 2
20250331,"Mitsui Fudosan Co.,Ltd.",8801,"Real Estate",0.4754%,TOPIX Large70
20250331,"Mitsubishi Estate Company,Limited",8802,"Real Estate",0.3606%,TOPIX Large70
20250331,"HEIWA REAL ESTATE CO.,LTD.",8803,"Real Estate",0.0198%,TOPIX Small 1
20250331,"Tokyo Tatemono Co.,Ltd.",8804,"Real Estate",0.0574%,TOPIX Mid400
20250331,"Keihanshin Building Co.,Ltd.",8818,"Real Estate",0.0059%,TOPIX Small 2
20250331,"Sumitomo Realty & Development Co.,Ltd.",8830,"Real Estate",0.2367%,TOPIX Large70
20250331,"TOC Co.,Ltd.",8841,"Real Estate",0.0030%,TOPIX Small 2
20250331,"LEOPALACE21 CORPORATION",8848,"Real Estate",0.0133%,TOPIX Small 1
20250331,"STARTS CORPORATION INC.",8850,"Real Estate",0.0167%,TOPIX Small 1
20250331,"FUJI CORPORATION LIMITED",8860,"Real Estate",0.0023%,TOPIX Small 2
20250331,"AIRPORT FACILITIES Co.,LTD.",8864,"Real Estate",0.0022%,TOPIX Small 2
20250331,"Meiwa Estate Company Limited",8869,"Real Estate",0.0020%,TOPIX Small 2
20250331,"GOLDCREST Co.,Ltd.",8871,"Real Estate",0.0055%,TOPIX Small 1
20250331,"Relo Group,Inc.",8876,"Services",0.0280%,TOPIX Mid400
20250331,"ESLEAD CORPORATION",8877,"Real Estate",0.0050%,TOPIX Small 2
20250331,"NISSHIN GROUP HOLDINGS Company,Limited",8881,"Real Estate",0.0021%,TOPIX Small 2
20250331,"ES-CON JAPAN Ltd.",8892,"Real Estate",0.0069%,TOPIX Small 1
20250331,"MIRARTH HOLDINGS,Inc.",8897,"Real Estate",0.0077%,TOPIX Small 1
20250331,"AEON Mall Co.,Ltd.",8905,"Real Estate",0.0369%,TOPIX Mid400
20250331,"LAND Co.,Ltd.",8918,"Real Estate",0.0012%,TOPIX Small 2
20250331,"KATITAS CO.,LTD",8919,"Real Estate",0.0138%,TOPIX Small 1
20250331,"TOSHO CO.,LTD.",8920,"Services",0.0014%,TOPIX Small 2
20250331,"TOSEI CORPORATION",8923,"Real Estate",0.0104%,TOPIX Small 1
20250331,"Sun Frontier Fudousan Co.,Ltd.",8934,"Real Estate",0.0085%,TOPIX Small 1
20250331,"FJ NEXT HOLDINGS CO.,LTD.",8935,"Real Estate",0.0033%,TOPIX Small 2
20250331,"Grandy House Corporation",8999,"Real Estate",0.0013%,TOPIX Small 2
20250331,"TOBU RAILWAY CO.,LTD.",9001,"Land Transportation",0.0710%,TOPIX Mid400
20250331,"Sotetsu Holdings,Inc.",9003,"Land Transportation",0.0191%,TOPIX Mid400
20250331,"TOKYU CORPORATION",9005,"Land Transportation",0.1248%,TOPIX Mid400
20250331,"Keikyu Corporation",9006,"Land Transportation",0.0495%,TOPIX Mid400
20250331,"Odakyu Electric Railway Co.,Ltd.",9007,"Land Transportation",0.0646%,TOPIX Mid400
20250331,"Keio Corporation",9008,"Land Transportation",0.0532%,TOPIX Mid400
20250331,"Keisei Electric Railway Co.,Ltd.",9009,"Land Transportation",0.0620%,TOPIX Mid400
20250331,"FUJI KYUKO CO.,LTD.",9010,"Land Transportation",0.0073%,TOPIX Small 1
20250331,"East Japan Railway Company",9020,"Land Transportation",0.4300%,TOPIX Large70
20250331,"West Japan Railway Company",9021,"Land Transportation",0.1900%,TOPIX Large70
20250331,"Central Japan Railway Company",9022,"Land Transportation",0.2904%,TOPIX Large70
20250331,"Tokyo Metro Co.,Ltd.",9023,"Land Transportation",0.0802%,TOPIX Mid400
20250331,"SEIBU HOLDINGS INC.",9024,"Land Transportation",0.0950%,TOPIX Mid400
20250331,"Konoike Transport Co.,Ltd.",9025,"Land Transportation",0.0121%,TOPIX Small 1
20250331,"Nishi-Nippon Railroad Co.,Ltd.",9031,"Land Transportation",0.0164%,TOPIX Mid400
20250331,"HAMAKYOREX CO.,LTD.",9037,"Land Transportation",0.0116%,TOPIX Small 2
20250331,"Sakai Moving Service Co.,Ltd.",9039,"Land Transportation",0.0083%,TOPIX Small 1
20250331,"Kintetsu Group Holdings Co.,Ltd.",9041,"Land Transportation",0.0901%,TOPIX Mid400
20250331,"Hankyu Hanshin Holdings,Inc.",9042,"Land Transportation",0.1408%,TOPIX Mid400
20250331,"Nankai Electric Railway Co.,Ltd.",9044,"Land Transportation",0.0288%,TOPIX Mid400
20250331,"Keihan Holdings Co.,Ltd.",9045,"Land Transportation",0.0473%,TOPIX Mid400
20250331,"Kobe Electric Railway Co.,Ltd.",9046,"Land Transportation",0.0017%,TOPIX Small 2
20250331,"Nagoya Railroad Co., Ltd.",9048,"Land Transportation",0.0508%,TOPIX Mid400
20250331,"Sanyo Electric Railway Co.,Ltd.",9052,"Land Transportation",0.0040%,TOPIX Small 2
20250331,"YAMATO HOLDINGS CO.,LTD.",9064,"Land Transportation",0.0629%,TOPIX Mid400
20250331,"SANKYU INC.",9065,"Land Transportation",0.0390%,TOPIX Mid400
20250331,"NISSIN CORPORATION",9066,"Warehousing & Harbor Transportation Services",0.0086%,TOPIX Small 2
20250331,"Maruzen Showa Unyu Co.,Ltd.",9068,"Land Transportation",0.0098%,TOPIX Small 2
20250331,"SENKO Group Holdings Co.,Ltd.",9069,"Land Transportation",0.0262%,TOPIX Small 1
20250331,"TONAMI HOLDINGS CO.,LTD.",9070,"Land Transportation",0.0059%,TOPIX Small 2
20250331,"NIKKON Holdings Co.,Ltd.",9072,"Land Transportation",0.0404%,TOPIX Mid400
20250331,"FUKUYAMA TRANSPORTING CO.,LTD.",9075,"Land Transportation",0.0102%,TOPIX Small 1
20250331,"SEINO HOLDINGS CO.,LTD.",9076,"Land Transportation",0.0299%,TOPIX Mid400
20250331,"Kanagawa Chuo Kotsu Co.,Ltd.",9081,"Land Transportation",0.0028%,TOPIX Small 2
20250331,"AZ-COM MARUWA Holdings Inc.",9090,"Land Transportation",0.0101%,TOPIX Small 1
20250331,"Nippon Yusen Kabushiki Kaisha",9101,"Marine Transportation",0.2689%,TOPIX Large70
20250331,"Mitsui O.S.K.Lines,Ltd.",9104,"Marine Transportation",0.2603%,TOPIX Large70
20250331,"Kawasaki Kisen Kaisha,Ltd.",9107,"Marine Transportation",0.1215%,TOPIX Mid400
20250331,"NS United Kaiun Kaisha,Ltd.",9110,"Marine Transportation",0.0066%,TOPIX Small 1
20250331,"IINO KAIUN KAISHA,LTD.",9119,"Marine Transportation",0.0097%,TOPIX Small 1
20250331,"Kyushu Railway Company",9142,"Land Transportation",0.0737%,TOPIX Mid400
20250331,"SG HOLDINGS CO.,LTD.",9143,"Land Transportation",0.0662%,TOPIX Mid400
20250331,"NIPPON EXPRESS HOLDINGS,INC.",9147,"Land Transportation",0.0771%,TOPIX Mid400
20250331,"Integrated Design & Engineering Holdings Co.,Ltd.",9161,"Services",0.0029%,TOPIX Small 1
20250331,"Japan Airlines Co.,Ltd.",9201,"Air Transportation",0.1546%,TOPIX Mid400
20250331,"ANA HOLDINGS INC.",9202,"Air Transportation",0.1980%,TOPIX Large70
20250331,"Bewith,Inc.",9216,"Services",0.0011%,TOPIX Small 2
20250331,"SUNWELS Co.,Ltd.",9229,"Services",0.0006%,TOPIX Small 2
20250331,"TRE HOLDINGS CORPORATION",9247,"Services",0.0101%,TOPIX Small 1
20250331,"People, Dreams & Technologies Group Co.,Ltd.",9248,"Services",0.0018%,TOPIX Small 2
20250331,"Nishimoto Co.,Ltd.",9260,"Wholesale Trade",0.0016%,TOPIX Small 2
20250331,"SILVER LIFE CO.,LTD.",9262,"Retail Trade",0.0005%,TOPIX Small 2
20250331,"Genky DrugStores Co.,Ltd.",9267,"Retail Trade",0.0070%,TOPIX Small 1
20250331,"KOA SHOJI HOLDINGS CO.,LTD.",9273,"Wholesale Trade",0.0017%,TOPIX Small 2
20250331,"KPP GROUP HOLDINGS CO.,LTD.",9274,"Wholesale Trade",0.0038%,TOPIX Small 1
20250331,"BOOKOFF GROUP HOLDINGS LIMITED",9278,"Retail Trade",0.0030%,TOPIX Small 2
20250331,"GIFT HOLDINGS INC.",9279,"Retail Trade",0.0040%,TOPIX Small 2
20250331,"Mitsubishi Logistics Corporation",9301,"Warehousing & Harbor Transportation Services",0.0260%,TOPIX Mid400
20250331,"MITSUI-SOKO HOLDINGS Co.,Ltd.",9302,"Warehousing & Harbor Transportation Services",0.0216%,TOPIX Small 1
20250331,"The Sumitomo Warehouse Co.,Ltd.",9303,"Warehousing & Harbor Transportation Services",0.0216%,TOPIX Small 1
20250331,"Shibusawa Logistics Corporation",9304,"Warehousing & Harbor Transportation Services",0.0039%,TOPIX Small 2
20250331,"Yamatane Corporation",9305,"Wholesale Trade",0.0044%,TOPIX Small 2
20250331,"Inui Global Logistics Co.,Ltd.",9308,"Marine Transportation",0.0045%,TOPIX Small 2
20250331,"Japan Transcity Corporation",9310,"Warehousing & Harbor Transportation Services",0.0047%,TOPIX Small 2
20250331,"Chuo Warehouse Co.,Ltd.",9319,"Warehousing & Harbor Transportation Services",0.0022%,TOPIX Small 2
20250331,"Yasuda Logistics Corporation",9324,"Warehousing & Harbor Transportation Services",0.0030%,TOPIX Small 2
20250331,"NISSO HOLDINGS Co.,Ltd.",9332,"Services",0.0018%,TOPIX Small 2
20250331,"Daiei Kankyo Co.,Ltd.",9336,"Services",0.0169%,TOPIX Small 1
20250331,"GENOVA,Inc.",9341,"Services",0.0009%,TOPIX Small 2
20250331,"NIPPON KANZAI Holdings Co.,Ltd.",9347,"Services",0.0076%,TOPIX Small 2
20250331,"Kamigumi Co.,Ltd.",9364,"Warehousing & Harbor Transportation Services",0.0426%,TOPIX Mid400
20250331,"K.R.S.Corporation",9369,"Warehousing & Harbor Transportation Services",0.0031%,TOPIX Small 2
20250331,"AIT CORPORATION",9381,"Warehousing & Harbor Transportation Services",0.0028%,TOPIX Small 2
20250331,"NAIGAI TRANS LINE LTD.",9384,"Warehousing & Harbor Transportation Services",0.0043%,TOPIX Small 2
20250331,"NIPPON CONCEPT CORPORATION",9386,"Warehousing & Harbor Transportation Services",0.0018%,TOPIX Small 2
20250331,"TBS HOLDINGS,INC.",9401,"Information & Communication",0.0558%,TOPIX Mid400
20250331,"Nippon Television Holdings,Inc.",9404,"Information & Communication",0.0716%,TOPIX Mid400
20250331,"ASAHI BROADCASTING GROUP HOLDINGS CORPORATION",9405,"Information & Communication",0.0016%,TOPIX Small 2
20250331,"TV Asahi Holdings Corporation",9409,"Information & Communication",0.0163%,TOPIX Small 1
20250331,"SKY Perfect JSAT Holdings Inc.",9412,"Information & Communication",0.0241%,TOPIX Small 1
20250331,"TV TOKYO Holdings Corporation",9413,"Information & Communication",0.0058%,TOPIX Small 1
20250331,"VISION INC.",9416,"Information & Communication",0.0048%,TOPIX Small 1
20250331,"U-NEXT HOLDINGS Co.,Ltd.",9418,"Information & Communication",0.0157%,TOPIX Small 1
20250331,"Japan Communications Inc.",9424,"Information & Communication",0.0030%,TOPIX Small 1
20250331,"NIPPON TELEGRAPH AND TELEPHONE CORPORATION",9432,"Information & Communication",1.1403%,TOPIX Core30
20250331,"KDDI CORPORATION",9433,"Information & Communication",0.9196%,TOPIX Core30
20250331,"SoftBank Corp.",9434,"Information & Communication",0.8844%,TOPIX Core30
20250331,"HIKARI TSUSHIN,INC.",9435,"Information & Communication",0.1180%,TOPIX Mid400
20250331,"MTI Ltd.",9438,"Information & Communication",0.0015%,TOPIX Small 2
20250331,"GMO internet group,Inc.",9449,"Information & Communication",0.0265%,TOPIX Mid400
20250331,"Fibergate Inc.",9450,"Information & Communication",0.0009%,TOPIX Small 2
20250331,"KADOKAWA CORPORATION",9468,"Information & Communication",0.0482%,TOPIX Mid400
20250331,"GAKKEN HOLDINGS CO.,LTD.",9470,"Information & Communication",0.0048%,TOPIX Small 1
20250331,"ZENRIN CO.,LTD.",9474,"Information & Communication",0.0048%,TOPIX Small 2
20250331,"Tokyo Electric Power Company Holdings,Incorporated",9501,"Electric Power & Gas",0.0955%,TOPIX Mid400
20250331,"Chubu Electric Power Company,Incorporated",9502,"Electric Power & Gas",0.1580%,TOPIX Mid400
20250331,"The Kansai Electric Power Company,Incorporated",9503,"Electric Power & Gas",0.2284%,TOPIX Mid400
20250331,"The Chugoku Electric Power Company,Incorporated",9504,"Electric Power & Gas",0.0395%,TOPIX Mid400
20250331,"Hokuriku Electric Power Company",9505,"Electric Power & Gas",0.0225%,TOPIX Mid400
20250331,"Tohoku Electric Power Company,Incorporated",9506,"Electric Power & Gas",0.0718%,TOPIX Mid400
20250331,"Shikoku Electric Power Company,Incorporated",9507,"Electric Power & Gas",0.0285%,TOPIX Mid400
20250331,"Kyushu Electric Power Company,Incorporated",9508,"Electric Power & Gas",0.0795%,TOPIX Mid400
20250331,"Hokkaido Electric Power Company,Incorporated",9509,"Electric Power & Gas",0.0210%,TOPIX Mid400
20250331,"The Okinawa Electric Power Company,Incorporated",9511,"Electric Power & Gas",0.0062%,TOPIX Small 1
20250331,"Electric Power Development Co.,Ltd.",9513,"Electric Power & Gas",0.0504%,TOPIX Mid400
20250331,"EF-ON INC.",9514,"Electric Power & Gas",0.0007%,TOPIX Small 2
20250331,"eREX Co.,Ltd.",9517,"Electric Power & Gas",0.0041%,TOPIX Small 2
20250331,"RENOVA,Inc.",9519,"Electric Power & Gas",0.0045%,TOPIX Small 1
20250331,"TOKYO GAS CO.,LTD.",9531,"Electric Power & Gas",0.2379%,TOPIX Mid400
20250331,"OSAKA GAS CO.,LTD.",9532,"Electric Power & Gas",0.1756%,TOPIX Mid400
20250331,"TOHO GAS CO.,LTD.",9533,"Electric Power & Gas",0.0430%,TOPIX Mid400
20250331,"HOKKAIDO GAS CO.,LTD.",9534,"Electric Power & Gas",0.0040%,TOPIX Small 2
20250331,"HIROSHIMA GAS CO.,LTD.",9535,"Electric Power & Gas",0.0019%,TOPIX Small 2
20250331,"SAIBU GAS HOLDINGS CO.,LTD.",9536,"Electric Power & Gas",0.0047%,TOPIX Small 2
20250331,"SHIZUOKA GAS CO.,LTD.",9543,"Electric Power & Gas",0.0068%,TOPIX Small 1
20250331,"METAWATER Co.,Ltd.",9551,"Electric Power & Gas",0.0067%,TOPIX Small 1
20250331,"M&A Research Institute Holdings Inc.",9552,"Services",0.0033%,TOPIX Small 1
20250331,"I-NET CORP.",9600,"Information & Communication",0.0029%,TOPIX Small 2
20250331,"Shochiku Co.,Ltd.",9601,"Information & Communication",0.0186%,TOPIX Small 1
20250331,"TOHO CO.,LTD",9602,"Information & Communication",0.1227%,TOPIX Mid400
20250331,"H.I.S.Co.,Ltd.",9603,"Services",0.0124%,TOPIX Small 1
20250331,"TOEI COMPANY,LTD.",9605,"Information & Communication",0.0221%,TOPIX Small 1
20250331,"LUCKLAND CO.,LTD.",9612,"Services",0.0019%,TOPIX Small 2
20250331,"NTT DATA GROUP CORPORATION",9613,"Information & Communication",0.1857%,TOPIX Mid400
20250331,"KYORITSU MAINTENANCE CO.,LTD.",9616,"Services",0.0265%,TOPIX Mid400
20250331,"ICHINEN HOLDINGS CO.,LTD.",9619,"Services",0.0044%,TOPIX Small 2
20250331,"CTI Engineering Co.,Ltd.",9621,"Services",0.0066%,TOPIX Small 2
20250331,"SPACE CO.,LTD.",9622,"Services",0.0022%,TOPIX Small 2
20250331,"AIN HOLDINGS INC.",9627,"Retail Trade",0.0141%,TOPIX Mid400
20250331,"SAN HOLDINGS,INC.",9628,"Services",0.0027%,TOPIX Small 2
20250331,"PCA CORPORATION",9629,"Information & Communication",0.0030%,TOPIX Small 2
20250331,"Subaru Enterprise Co.,Ltd.",9632,"Services",0.0033%,TOPIX Small 2
20250331,"TANABE CONSULTING GROUP CO.,LTD.",9644,"Services",0.0014%,TOPIX Small 2
20250331,"BUSINESS BRAIN SHOWA・OTA INC.",9658,"Information & Communication",0.0029%,TOPIX Small 2
20250331,"NAGAWA CO.,Ltd",9663,"Services",0.0044%,TOPIX Small 1
20250331,"TOKYOTOKEIBA CO.,LTD.",9672,"Services",0.0087%,TOPIX Small 1
20250331,"KANAMOTO CO.,LTD.",9678,"Services",0.0136%,TOPIX Small 1
20250331,"DTS CORPORATION",9682,"Information & Communication",0.0185%,TOPIX Small 1
20250331,"SQUARE ENIX HOLDINGS CO.,LTD.",9684,"Information & Communication",0.0926%,TOPIX Mid400
20250331,"COMPUTER ENGINEERING & CONSULTING LTD.",9692,"Information & Communication",0.0074%,TOPIX Small 1
20250331,"CAPCOM CO.,LTD.",9697,"Information & Communication",0.1929%,TOPIX Mid400
20250331,"NISHIO HOLDINGS CO.,LTD.",9699,"Services",0.0094%,TOPIX Small 1
20250331,"ISB CORPORATION",9702,"Information & Communication",0.0017%,TOPIX Small 2
20250331,"Japan Airport Terminal Co.,ltd.",9706,"Real Estate",0.0378%,TOPIX Mid400
20250331,"transcosmos inc.",9715,"Services",0.0111%,TOPIX Small 1
20250331,"NOMURA Co.,Ltd.",9716,"Services",0.0108%,TOPIX Small 1
20250331,"SCSK Corporation",9719,"Information & Communication",0.0798%,TOPIX Mid400
20250331,"FUJITA KANKO INC.",9722,"Services",0.0117%,TOPIX Small 1
20250331,"KNT-CT Holdings Co.,Ltd.",9726,"Services",0.0019%,TOPIX Small 2
20250331,"TOKAI Corp.",9729,"Services",0.0050%,TOPIX Small 2
20250331,"SECOM CO.,LTD.",9735,"Services",0.2814%,TOPIX Large70
20250331,"NSW Inc.",9739,"Information & Communication",0.0035%,TOPIX Small 2
20250331,"CENTRAL SECURITY PATROLS CO.,LTD.",9740,"Services",0.0041%,TOPIX Small 2
20250331,"INES Corporation",9742,"Information & Communication",0.0034%,TOPIX Small 2
20250331,"TANSEISHA CO.,LTD.",9743,"Services",0.0065%,TOPIX Small 1
20250331,"MEITEC Group Holdings Inc.",9744,"Services",0.0292%,TOPIX Mid400
20250331,"TKC Corporation",9746,"Information & Communication",0.0179%,TOPIX Small 1
20250331,"FUJI SOFT INCORPORATED",9749,"Information & Communication",0.0523%,TOPIX Mid400
20250331,"OYO Corporation",9755,"Services",0.0068%,TOPIX Small 2
20250331,"Funai Soken Holdings Incorporated",9757,"Services",0.0125%,TOPIX Small 1
20250331,"NSD CO.,LTD.",9759,"Information & Communication",0.0341%,TOPIX Mid400
20250331,"KONAMI GROUP CORPORATION",9766,"Information & Communication",0.1744%,TOPIX Mid400
20250331,"GAKKYUSHA CO.,LTD.",9769,"Services",0.0024%,TOPIX Small 2
20250331,"AEON DELIGHT CO.,LTD.",9787,"Services",0.0155%,TOPIX Small 1
20250331,"NAC CO.,LTD.",9788,"Services",0.0016%,TOPIX Small 2
20250331,"Fukui Computer Holdings,Inc.",9790,"Information & Communication",0.0062%,TOPIX Small 1
20250331,"Daiseki Co.,Ltd.",9793,"Services",0.0244%,TOPIX Small 1
20250331,"STEP CO.,LTD.",9795,"Services",0.0023%,TOPIX Small 2
20250331,"SENSHU ELECTRIC CO.,LTD.",9824,"Wholesale Trade",0.0079%,TOPIX Small 1
20250331,"Genki Global Dining Concepts Corporation",9828,"Retail Trade",0.0054%,TOPIX Small 1
20250331,"TRUSCO NAKAYAMA CORPORATION",9830,"Wholesale Trade",0.0117%,TOPIX Small 1
20250331,"YAMADA HOLDINGS CO.,LTD.",9831,"Retail Trade",0.0370%,TOPIX Mid400
20250331,"AUTOBACS SEVEN CO.,LTD.",9832,"Wholesale Trade",0.0147%,TOPIX Small 1
20250331,"MORITO CO.,LTD.",9837,"Wholesale Trade",0.0033%,TOPIX Small 2
